"","nome_socio","txNomeParlamentar","nomeCivil","distancia","considerado.igual"
"229","MARCIO TADEU ANHAIA DE LEMOS","Coronel Tadeu","MARCIO TADEU ANHAIA DE LEMOS",0,TRUE
"230","ARNALDO FARIA DE SA","ARNALDO FARIA DE SÁ","ARNALDO FARIA DE SA",0,TRUE
"231","HELIO FRANCISCO DA COSTA","Hélio Costa","HELIO FRANCISCO DA COSTA",0,TRUE
"232","JOAO FELIPE DE SOUZA LEAO","JOÃO LEÃO","JOAO FELIPE DE SOUZA LEAO",0,TRUE
"233","PAULO ROBERTO FOLETTO","Paulo Foletto","PAULO ROBERTO FOLETTO",0,TRUE
"234","JOSE AUGUSTO DA SILVA CURVO","TAMPINHA","JOSE AUGUSTO DA SILVA CURVO",0,TRUE
"235","EDIGAR EVANGELISTA DOS ANJOS","EDIGAR MÃO BRANCA","EDIGAR EVANGELISTA DOS ANJOS",0,TRUE
"236","FABIO SALUSTINO MESQUITA DE FARIA","Fábio Faria","FABIO SALUSTINO MESQUITA DE FARIA",0,TRUE
"237","JOAO HERRMANN NETO","JOÃO HERRMANN NETO","JOAO HERRMANN NETO",0,TRUE
"238","PAULO HENRIQUE ELLERY LUSTOSA DA COSTA","PAULO HENRIQUE LUSTOSA","PAULO HENRIQUE ELLERY LUSTOSA DA COSTA",0,TRUE
"239","MILTON ANTONIO CASQUEL MONTI","MILTON MONTI","MILTON ANTONIO CASQUEL MONTI",0,TRUE
"240","JOSE CARLOS MACHADO","JOSÉ CARLOS MACHADO","JOSE CARLOS MACHADO",0,TRUE
"241","EDSON SANTOS DE SOUZA","EDSON SANTOS","EDSON SANTOS DE SOUZA",0,TRUE
"242","RUBENS BUENO","Rubens Bueno","RUBENS BUENO",0,TRUE
"243","TANIA RAQUEL DE QUEIROZ MUNIZ","RAQUEL MUNIZ","TANIA RAQUEL DE QUEIROZ MUNIZ",0,TRUE
"244","SERGIO LUIS LACERDA BRITO","Sérgio Brito","SERGIO LUIS LACERDA BRITO",0,TRUE
"245","CARMEN EMILIA BONFA ZANOTTO","Carmen Zanotto","CARMEN EMILIA BONFA ZANOTTO",0,TRUE
"246","CARLOS HUMBERTO MANNATO","CARLOS MANATO","CARLOS HUMBERTO MANNATO",0,TRUE
"247","RUY PAULETTI","PROFESSOR RUY PAULETTI","RUY PAULETTI",0,TRUE
"248","WOLNEY QUEIROZ MACIEL","Wolney Queiroz","WOLNEY QUEIROZ MACIEL",0,TRUE
"249","ANTONIO ELIZABETH GONCALO DE SOUSA","Dr. Gonçalo","ANTONIO ELIZABETH GONCALO DE SOUSA",0,TRUE
"250","GUILHERME CAMPOS JUNIOR","GUILHERME CAMPOS","GUILHERME CAMPOS JUNIOR",0,TRUE
"251","SERGIO BAVINI","SÉRGIO REIS","SERGIO BAVINI",0,TRUE
"252","HEBERTE LAMARCK GOMES DA SILVA","BETINHO GOMES","HEBERTE LAMARCK GOMES DA SILVA",0,TRUE
"253","GUTEMBERG REIS DE OLIVEIRA","Gutemberg Reis","GUTEMBERG REIS DE OLIVEIRA",0,TRUE
"254","ANTONIO PINHEIRO NETO","Pinheirinho","ANTONIO PINHEIRO NETO",0,TRUE
"255","MIGUEL MOUBADDA HADDAD","Miguel Haddad","MIGUEL MOUBADDA HADDAD",0,TRUE
"256","CAMILO COLA","CAMILO COLA","CAMILO COLA",0,TRUE
"257","MARCELO DE ARAUJO MELO","MARCELO MELO","MARCELO DE ARAUJO MELO",0,TRUE
"258","ANTONIO CARLOS DE MENDES THAME","ANTONIO CARLOS MENDES THAME","ANTONIO CARLOS DE MENDES THAME",0,TRUE
"259","ANA LUCIA ARRAES DE ALENCAR","ANA ARRAES","ANA LUCIA ARRAES DE ALENCAR",0,TRUE
"260","ANTONIO PEDRO INDIO DA COSTA","INDIO DA COSTA","ANTONIO PEDRO INDIO DA COSTA",0,TRUE
"261","FLAVIO LUIS MOREIRA ANTUNES","FLAVIO ANTUNES","FLAVIO LUIS MOREIRA ANTUNES",0,TRUE
"262","CAIO NARCIO RODRIGUES DA SILVEIRA","CAIO NARCIO","CAIO NARCIO RODRIGUES DA SILVEIRA",0,TRUE
"263","JOSE LEONIDAS DE MENEZES CRISTINO","Leônidas Cristino","JOSE LEONIDAS DE MENEZES CRISTINO",0,TRUE
"264","OZIEL ALVES DE OLIVEIRA","OZIEL OLIVEIRA","OZIEL ALVES DE OLIVEIRA",0,TRUE
"265","SIDNEY RICARDO DE OLIVEIRA LEITE","Sidney Leite","SIDNEY RICARDO DE OLIVEIRA LEITE",0,TRUE
"266","MARIO LUCIO HERINGER","Mário Heringer","MARIO LUCIO HERINGER",0,TRUE
"267","ELISEU LEMOS PADILHA","ELISEU PADILHA","ELISEU LEMOS PADILHA",0,TRUE
"268","OTONI MOURA DE PAULO JUNIOR","Otoni de Paula","OTONI MOURA DE PAULO JUNIOR",0,TRUE
"269","OSMAR GASPARINI TERRA","Osmar Terra","OSMAR GASPARINI TERRA",0,TRUE
"270","WALDIR NEVES BARBOSA","WALDIR NEVES","WALDIR NEVES BARBOSA",0,TRUE
"271","WADIH NEMER DAMOUS FILHO","WADIH DAMOUS","WADIH NEMER DAMOUS FILHO",0,TRUE
"272","DANRLEI DE DEUS HINTERHOLZ","Danrlei de Deus Hinterholz","DANRLEI DE DEUS HINTERHOLZ",0,TRUE
"273","RAIMUNDO DE SA URTIGA FILHO","R. SÁ FILHO","RAIMUNDO DE SA URTIGA FILHO",0,TRUE
"274","WANDENKOLK PASTEUR GONCALVES","WANDENKOLK GONÇALVES","WANDENKOLK PASTEUR GONCALVES",0,TRUE
"275","RICARDO IZAR JUNIOR","Ricardo Izar","RICARDO IZAR JUNIOR",0,TRUE
"276","CELCITA ROSA PINHEIRO DA SILVA","CELCITA PINHEIRO","CELCITA ROSA PINHEIRO DA SILVA",0,TRUE
"277","DAMINA DE CARVALHO PEREIRA","DÂMINA PEREIRA","DAMINA DE CARVALHO PEREIRA",0,TRUE
"278","EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA","Eduardo da Fonte","EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA",0,TRUE
"279","FRANCISCO PLINIO VALERIO TOMAZ","PLÍNIO VALÉRIO","FRANCISCO PLINIO VALERIO TOMAZ",0,TRUE
"280","JOSE LOURENCO BOMFIM JUNIOR","Junior Lourenço","JOSE LOURENCO BOMFIM JUNIOR",0,TRUE
"281","RENILDO VASCONCELOS CALHEIROS","Renildo Calheiros","RENILDO VASCONCELOS CALHEIROS",0,TRUE
"282","ANDERSON FERREIRA RODRIGUES","ANDERSON FERREIRA","ANDERSON FERREIRA RODRIGUES",0,TRUE
"283","ANDRE FERREIRA RODRIGUES","André Ferreira","ANDRE FERREIRA RODRIGUES",0,TRUE
"284","PEDRO HENRY NETO","PEDRO HENRY","PEDRO HENRY NETO",0,TRUE
"285","RODRIGO BETHLEM FERNANDES","RODRIGO BETHLEM","RODRIGO BETHLEM FERNANDES",0,TRUE
"286","RONALDO SANTINI","Santini","RONALDO SANTINI",0,TRUE
"287","JOAO BITTAR JUNIOR","JOÃO BITTAR","JOAO BITTAR JUNIOR",0,TRUE
"288","AROLDE DE OLIVEIRA","AROLDE DE OLIVEIRA","AROLDE DE OLIVEIRA",0,TRUE
"289","NILSON FRANCISCO STAINSACK","Nilson F. Stainsack","NILSON FRANCISCO STAINSACK",0,TRUE
"290","PEDRO TORRES BRANDAO VILELA","PEDRO VILELA","PEDRO TORRES BRANDAO VILELA",0,TRUE
"291","GLAUSKSTON BATISTA RIOS","Glaustin da Fokus","GLAUSKSTON BATISTA RIOS",0,TRUE
"292","MARINALDO ROSENDO DE ALBUQUERQUE","MARINALDO ROSENDO","MARINALDO ROSENDO DE ALBUQUERQUE",0,TRUE
"293","JOAO FERRARI JUNIOR","Júnior Ferrari","JOAO FERRARI JUNIOR",0,TRUE
"294","WLADIMIR AFONSO DA COSTA RABELO","WLADIMIR COSTA","WLADIMIR AFONSO DA COSTA RABELO",0,TRUE
"295","LUANA MARIA DA SILVA COSTA","LUANA COSTA","LUANA MARIA DA SILVA COSTA",0,TRUE
"296","MARGARETE DE CASTRO COELHO","Margarete Coelho","MARGARETE DE CASTRO COELHO",0,TRUE
"297","EMIDIO ALVES MADEIRA JUNIOR","Emidinho Madeira","EMIDIO ALVES MADEIRA JUNIOR",0,TRUE
"298","JOSE ADAIL CARNEIRO SILVA","ADAIL CARNEIRO","JOSE ADAIL CARNEIRO SILVA",0,TRUE
"299","CLAUDIO CAJADO SAMPAIO","Claudio Cajado","CLAUDIO CAJADO SAMPAIO",0,TRUE
"300","LEUR ANTONIO DE BRITTO LOMANTO JUNIOR","Leur Lomanto Júnior","LEUR ANTONIO DE BRITTO LOMANTO JUNIOR",0,TRUE
"301","ONYX DORNELLES LORENZONI","Onyx Lorenzoni","ONYX DORNELLES LORENZONI",0,TRUE
"302","FABIANO TAQUES HORTA","FABIANO HORTA","FABIANO TAQUES HORTA",0,TRUE
"303","IRIS XAVIER SIMOES","IRIS SIMÕES","IRIS SIMOES",7,TRUE
"304","MARCELO PEREIRA SURCIN","MARCELINHO CARIOCA","MARCELO PEREIRA SURCIN",0,TRUE
"305","EDUARDO FRANCISCO SCIARRA","EDUARDO SCIARRA","EDUARDO FRANCISCO SCIARRA",0,TRUE
"306","BERNARDO DE VASCONCELLOS MOREIRA","BERNARDO SANTANA DE VASCONCELLOS","BERNARDO DE VASCONCELLOS MOREIRA",0,TRUE
"307","LAERCIO JOSE DE OLIVEIRA","Laercio Oliveira","LAERCIO JOSE DE OLIVEIRA",0,TRUE
"308","LUIS HENRIQUE DE OLIVEIRA RESENDE","Luis Tibé","LUIS HENRIQUE DE OLIVEIRA RESENDE",0,TRUE
"309","LAEL VIEIRA VARELLA","LAEL VARELLA","LAEL VIEIRA VARELLA",0,TRUE
"310","MARIA LUCENIRA FERREIRA OLIVEIRA PIMENTEL","LUCENIRA PIMENTEL","MARIA LUCENIRA FERREIRA OLIVEIRA PIMENTEL",0,TRUE
"311","MARLON ARATOR SANTOS DA ROSA","Marlon Santos","MARLON ARATOR SANTOS DA ROSA",0,TRUE
"312","CARLOS WILLIAM DE SOUZA","CARLOS WILLIAN","CARLOS WILLIAN DE SOUZA",2,TRUE
"313","ADALBERTO CAVALCANTI RODRIGUES","ADALBERTO CAVALCANTI","ADALBERTO CAVALCANTI RODRIGUES",0,TRUE
"314","JOAO FERREIRA NETO","DR. JOÃO","JOAO FERREIRA NETO",0,TRUE
"315","LUCIANO DE SOUZA CASTRO","LUCIANO CASTRO","LUCIANO DE SOUZA CASTRO",0,TRUE
"316","FELIPE AUGUSTO LYRA CARRERAS","Felipe Carreras","FELIPE AUGUSTO LYRA CARRERAS",0,TRUE
"317","OSMAR STUART BERTOLDI","OSMAR BERTOLDI","OSMAR STUART BERTOLDI",0,TRUE
"318","ALEX SPINELLI MANENTE","Alex Manente","ALEX SPINELLI MANENTE",0,TRUE
"319","CARLOS DO CARMO ANDRADE MELLES","CARLOS MELLES","CARLOS DO CARMO ANDRADE MELLES",0,TRUE
"320","JOSE VIEIRA LINS","ZÉ VIEIRA","JOSE VIEIRA LINS",0,TRUE
"321","JOSE NUNES SOARES","José Nunes","JOSE NUNES SOARES",0,TRUE
"322","ARLINDO CHIGNALIA JUNIOR","Arlindo Chinaglia","ARLINDO CHIGNALIA JUNIOR",0,TRUE
"323","ANTONIO BALHMANN CARDOSO NUNES FILHO","ANTONIO BALHMANN","ANTONIO BALHMANN CARDOSO NUNES FILHO",0,TRUE
"324","JOSE SARAIVA FELIPE","SARAIVA FELIPE","JOSE SARAIVA FELIPE",0,TRUE
"325","JORGE DOS REIS PINHEIRO","JORGE PINHEIRO","JORGE DOS REIS PINHEIRO",0,TRUE
"326","ANTONIO CARLOS CHAMARIZ RAMOS","ANTONIO CARLOS CHAMARIZ","ANTONIO CARLOS RAMOS",9,FALSE
"327","CARLOS ORLEANS BRANDAO JUNIOR","CARLOS BRANDÃO","CARLOS ORLEANS BRANDAO JUNIOR",0,TRUE
"328","BONIFACIO JOSE TAMM DE ANDRADA","BONIFÁCIO DE ANDRADA","BONIFACIO JOSE TAMM DE ANDRADA",0,TRUE
"329","MARCOS ANTONIO PEREIRA","Marcos Pereira","MARCOS ANTONIO PEREIRA",0,TRUE
"330","ODILIO BALBINOTTI","ODÍLIO BALBINOTTI","ODILIO BALBINOTTI",0,TRUE
"331","FERNANDO PAULO NAGLE GABEIRA","FERNANDO GABEIRA","FERNANDO PAULO NAGLE GABEIRA",0,TRUE
"332","MARCO AURELIO UBIALI","DR. UBIALI","MARCO AURELIO UBIALI",0,TRUE
"333","ADERMIS MARINI JUNIOR","ADÉRMIS MARINI","ADERMIS MARINI JUNIOR",0,TRUE
"334","JOSE ABILIO SILVA DE SANTANA","Abílio Santana","JOSE ABILIO SILVA DE SANTANA",0,TRUE
"335","MARCOS ROBERIO RIBEIRO MONTEIRO","Robério Monteiro","MARCOS ROBERIO RIBEIRO MONTEIRO",0,TRUE
"336","MARCOS DA ROCHA MENDES","MARQUINHO MENDES","MARCOS DA ROCHA MENDES",0,TRUE
"337","ROSANGELA DE SOUZA GOMES","Rosangela Gomes","ROSANGELA DE SOUZA GOMES",0,TRUE
"338","JOAO HENRIQUE HOLANDA CALDAS","Jhc","JOAO HENRIQUE HOLANDA  CALDAS",1,TRUE
"339","JOSE MENDONCA BEZERRA FILHO","MENDONÇA FILHO","JOSE MENDONCA BEZERRA FILHO",0,TRUE
"340","MAURO PEREIRA","MAURO PEREIRA","MAURO PEREIRA",0,TRUE
"341","JOAO ALBERTO FRAGA SILVA","ALBERTO FRAGA","JOAO ALBERTO FRAGA SILVA",0,TRUE
"342","LUIZ PHILIPPE DE ORLEANS E BRAGANCA","Luiz Philippe de Orleans e Bragança","LUIZ PHILIPPE DE ORLEANS BRAGANCA",2,TRUE
"343","EDNACE ALVES SILVESTRE HENRIQUE","Edna Henrique","EDNACE ALVES SILVESTRE HENRIQUE",0,TRUE
"344","EDMAR BATISTA MOREIRA","EDMAR MOREIRA","EDMAR BATISTA MOREIRA",0,TRUE
"345","RUBENS MOREIRA MENDES FILHO","MOREIRA MENDES","RUBENS MOREIRA MENDES FILHO",0,TRUE
"346","WALTER DA ROCHA TOSTA","WALTER TOSTA","WALTER DA ROCHA TOSTA",0,TRUE
"347","ITAMAR DE PAIVA ROCHA","ITAMAR ROCHA","ITAMAR DE PAIVA ROCHA",0,TRUE
"348","JOSE RENAN VASCONCELOS CALHEIROS FILHO","RENAN FILHO","JOSE RENAN VASCONCELOS CALHEIROS FILHO",0,TRUE
"349","DENILSON FRANCISCO TEIXEIRA","DENILSON TEIXEIRA","DENILSON FRANCISCO TEIXEIRA",0,TRUE
"350","MARCIO LUIZ ALVINO DE SOUZA","Marcio Alvino","MARCIO LUIZ ALVINO DE SOUZA",0,TRUE
"351","VALDIR COLATTO","VALDIR COLATTO","VALDIR COLATTO",0,TRUE
"352","NEILTON MULIM DA COSTA","NEILTON MULIM","NEILTON MULIM DA COSTA",0,TRUE
"353","JORGE DE FARIA MALULY","JORGINHO MALULY","JORGE DE FARIA MALULY",0,TRUE
"354","JOSE MENTOR GUILHERME DE MELLO NETTO","JOSÉ MENTOR","JOSE MENTOR GUILHERME DE MELLO NETTO",0,TRUE
"355","ALEXANDRE SILVEIRA DE OLIVEIRA","ALEXANDRE SILVEIRA","ALEXANDRE SILVEIRA DE OLIVEIRA",0,TRUE
"356","ALEXANDRE RUBIO ROSO","ALEXANDRE ROSO","ALEXANDRE RUBIO ROSO",0,TRUE
"357","CARLOS VICTOR GUTERRES MENDES","VICTOR MENDES","CARLOS VICTOR GUTERRES MENDES",0,TRUE
"358","ANA ISABEL MESQUITA DE OLIVEIRA","BEL MESQUITA","ANA ISABEL MESQUITA DE OLIVEIRA",0,TRUE
"359","GIUSEPPE VECCI","GIUSEPPE VECCI","GIUSEPPE VECCI",0,TRUE
"360","COLBERT MARTINS DA SILVA FILHO","COLBERT MARTINS","COLBERT MARTINS DA SILVA FILHO",0,TRUE
"361","MAURICIO LUITGARDS MOURA DE ALMEIDA SILVA","MAURÍCIO ALMEIDA","MAURICIO LUITGARDS MOURA DE ALMEIDA SILVA",0,TRUE
"362","EZEQUIEL ANGELO FONSECA","EZEQUIEL FONSECA","EZEQUIEL ANGELO FONSECA",0,TRUE
"363","JOAO EDUARDO DADO LEITE DE CARVALHO","JOÃO DADO","JOAO EDUARDO DADO LEITE DE CARVALHO",0,TRUE
"364","ALEXANDRE AUGUSTUS SERFIOTIS","Alexandre Serfiotis","ALEXANDRE AUGUSTUS SERFIOTIS",0,TRUE
"365","PAULO CELSO FONSECA MARINHO JUNIOR","Paulo Marinho Jr","PAULO CELSO FONSECA MARINHO JUNIOR",0,TRUE
"366","CAJAR ONESIMO RIBEIRO NARDES","CAJAR NARDES","CAJAR ONESIMO RIBEIRO NARDES",0,TRUE
"367","MANOEL SALVIANO SOBRINHO","MANOEL SALVIANO","MANOEL SALVIANO SOBRINHO",0,TRUE
"368","VINICIUS MEDEIROS FARAH","Vinicius Farah","VINICIUS MEDEIROS FARAH",0,TRUE
"369","NILTO IGNACIO TATTO","Nilto Tatto","NILTO IGNACIO TATTO",0,TRUE
"370","FRANCISCO VIEIRA SAMPAIO","CHICO DAS VERDURAS","FRANCISCO VIEIRA SAMPAIO",0,TRUE
"371","LOURIVAL GOMES DE ALMEIDA","Lourival Gomes","LOURIVAL GOMES DE ALMEIDA",0,TRUE
"372","GLADSON DE LIMA CAMELI","GLADSON CAMELI","GLADSON DE LIMA CAMELI",0,TRUE
"373","WASHINGTON STECANELA CERQUEIRA","WASHINGTON CORAÇÃO VALENTE","WASHINGTON STECANELA CERQUEIRA",0,TRUE
"374","ROBERTO ALVES DE LUCENA","Roberto de Lucena","ROBERTO ALVES DE LUCENA",0,TRUE
"375","FRANCISCO DE ASSIS RODRIGUES","FRANCISCO RODRIGUES","FRANCISCO DE ASSIS RODRIGUES",0,TRUE
"376","LAFAYETTE LUIZ DOORGAL DE ANDRADA","Lafayette de Andrada","LAFAYETTE LUIZ DOORGAL DE ANDRADA",0,TRUE
"377","DANIEL COSTA DE FREITAS","Daniel Freitas","DANIEL COSTA DE FREITAS",0,TRUE
"378","JOAO RODRIGUES","JOÃO RODRIGUES","JOAO RODRIGUES",0,TRUE
"379","VINICIUS DE AZEVEDO GURGEL","Vinicius Gurgel","VINICIUS DE AZEVEDO GURGEL",0,TRUE
"380","JURANDIL DOS SANTOS JUAREZ","JURANDIL JUAREZ","JURANDIL DOS SANTOS JUAREZ",0,TRUE
"381","CARLAILE JESUS PEDROSA","CARLAILE PEDROSA","CARLAILE JESUS PEDROSA",0,TRUE
"382","ELCIONE THEREZINHA ZAHLUTH BARBALHO","Elcione Barbalho","ELCIONE THEREZINHA ZAHLUTH BARBALHO",0,TRUE
"383","JADER FONTENELLE BARBALHO","JADER BARBALHO","JADER FONTENELLE BARBALHO",0,TRUE
"384","GREYCE DE QUEIROZ ELIAS","Greyce Elias","GREYCE DE QUEIROZ ELIAS",0,TRUE
"385","JOAO BATISTA MATOS","JOÃO MATOS","JOAO BATISTA MATOS",0,TRUE
"386","PABLO OLIVA SOUZA","Delegado Pablo","PABLO OLIVA SOUZA",0,TRUE
"387","SETIMO WAQUIM","PROFESSOR SETIMO","SETIMO WAQUIM",0,TRUE
"388","ABELARDO LUIZ LUPION MELLO","ABELARDO LUPION","ABELARDO LUIZ LUPION MELLO",0,TRUE
